datetime_baru,Sentences,score,isEdited,title,Preprocess_Sentences,prob_keyakinan,sentiment,sentences_wordCloud,Topic
2023-03-25 16:48:53,"Sebelum ada pembaruan/update, app BSI ini sebenernya sudah menampilkan menu yang ga membingungkan dan sederhana. Setelah saya update, appnya jadi semakin keren lagi. Bank BSI makin jadi bank andalan saya😊🙏",5,False,Perbaikan Aplikasi yang Bagus!!,pembaruan pembaruan app bsi menampilkan menu tidak membingungkan sederhana pembaruan aplikasinyya keren bank bsi bank andalan senang berdoa,0.031386305,negative,pembaruan pembaruan app menampilkan menu membingungkan sederhana pembaruan aplikasinyya keren bank bank andalan senang berdoa,BSI Mobile Keren dan Lancar Digunakan
2023-03-24 08:25:47,"Wah bagusnya bsi sekarang setelah melakukan update terbaru, membuat kita pengguna menjadi tidak ribet dan susah dalam menggunakan aplikasinya, untuk kedepannya semoga selalu ada kemajuan yang baik. Good job bsi",5,False,Bsi keren,bagusnya bsi pembaruan terbaru pengguna tidak ribet susah aplikasinya kedepannya semoga kemajuan baik good job bsi,0.99993044,positive,bagusnya pembaruan terbaru pengguna ribet susah aplikasinya kedepannya semoga kemajuan good job,BSI Mobile Keren dan Lancar Digunakan
2023-03-22 22:28:15,Aplikasi keren yang mudah digunakan dan membantu dalam urusan perbankan,5,False,Good JOB BSI!,aplikasi keren mudah membantu urusan perbankan,0.99997646,positive,keren mudah membantu urusan perbankan,Fitur Lengkap dan Memudahkan Transaksi
2023-03-22 19:06:15,"Makin keren BSI aplikasinya, sukses selalu ya bsi🖤",5,False,Good job BSI!!!,keren bsi aplikasinya sukses ya bsi,0.99997824,positive,keren aplikasinya sukses ya,BSI Mobile Keren dan Lancar Digunakan
2023-03-16 05:50:01,aplikasi bsi sekarang lebih mudah dan makin nyaman saat digunakan. Lancar gaada hambatan,5,False,Aplikasi BSI mobile banking memudahkan,aplikasi bsi mudah nyaman lancar tidak hambatan,0.99997026,positive,mudah nyaman lancar hambatan,Fitur Lengkap dan Memudahkan Transaksi
2023-03-07 13:13:04,"BSI semakin mengudara, sesuai ekspetasi dan mudah dipahami aplikasinya. Cocok bgt buat aku yg bener2 mau berhemat😂😂",5,False,BSI MANTAP💯❤️❤️❤️,bsi mengudara sesuai ekspetasi mudah dipahami aplikasinya cocok banget benar benar berhemat tertawa tertawa,0.999974,positive,mengudara sesuai ekspetasi mudah dipahami aplikasinya cocok banget berhemat tertawa tertawa,Aplikasi Berguna tapi Ribet
2023-01-06 06:46:38,Bagus banget,5,False,Review,bagus banget,0.99987817,positive,bagus banget,Kenyamanan pada BSI Mobile
2024-01-16 17:23:49,"Fiturnya sangat lengkap, mobile bankingnya enak digunakan. Makin keren nih aplikasinya, Mantab BSI!!",5,False,Gampang dipakai,fiturnya lengkap mobile bankingnya enak keren nih aplikasinya mantap bsi,0.9999806,positive,fiturnya lengkap bankingnya enak keren nih aplikasinya mantap,Fitur Lengkap dan Memudahkan Transaksi
2023-06-19 01:58:42,BSI Mobile semakin canggih dengan kelengkapan fitur2 yg bisa memudahkan nasabah bertransaksi☺️☺️,5,False,BSI Mobile,bsi mobile canggih kelengkapan fitur bisa memudahkan nasabah bertransaksi senang senang,0.9999762,positive,canggih kelengkapan fitur2 memudahkan nasabah bertransaksi senang senang,Fitur Lengkap dan Memudahkan Transaksi
2023-03-28 09:04:41,"Aplikasi bagus, mempermudah masyarakat untuk mengakses rekening tanpa harus datang ke bank dan antri🥰Good job bsi semoga selalu di tingkatkan lagi",5,False,Good job,aplikasi bagus mempermudah masyarakat mengakses rekening bank antre good job bsi semoga tingkatkan,0.9999717,positive,bagus mempermudah masyarakat mengakses rekening bank antre good job semoga tingkatkan,BSI Mobile Keren dan Lancar Digunakan
2023-03-20 17:37:11,"Membantu banget pengiriman lebih cepat ,BSI memang bagus top pokoknya",5,False,Sangat bagus,membantu banget pengiriman cepat bsi bagus top pokoknya,0.99997354,positive,membantu banget pengiriman cepat bagus top pokoknya,Kenyamanan pada BSI Mobile
2023-03-09 00:22:20,"Ketika sibuk kerja hanya tf saja dan mempermudah sekali luar biasa , gak nyesel download aplikasinya🌺❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",5,False,Paling membantu,sibuk kerja transfer mempermudah tidak menyesal unduh aplikasinya cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta,0.99991965,positive,sibuk kerja transfer mempermudah menyesal unduh aplikasinya cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta cinta,Aplikasi Berguna tapi Ribet
2022-07-30 17:58:50,"Aku seneng banget pakai BSI soalnya sekarang berasa aplikasinya makin lebih lancar & tampilannya lebih nyaman jadi lebih enak pakai applikasi BSI

Semoga BSI bisa tetap terus improve buat kedepannya",5,False,Sangatt membantu keseharian.,senang banget pakai bsi berasa aplikasinya lancar tampilannya nyaman enak pakai aplikasi bsi semoga bsi bisa improve kedepannya,0.99997944,positive,senang banget pakai berasa aplikasinya lancar tampilannya nyaman enak pakai semoga improve kedepannya,BSI Mobile Keren dan Lancar Digunakan
2024-01-11 11:18:06,"Aplikasinya makin nyaman dipakai dah ni, fiturnya juga lengkap banget",5,False,BSI Mantab,aplikasinya nyaman dipakai nih fiturnya lengkap banget,0.9999702,positive,aplikasinya nyaman dipakai nih fiturnya lengkap banget,Kenyamanan pada BSI Mobile
2024-03-29 17:19:35,"pin saya ke blokir, masa ga ada kemudahan buat aktivasi lagi sih
ribet banget ,mana sering eror",1,True,komplen,pin blokir tidak kemudahan aktivasi sih ribet banget eror,4.09e-05,negative,pin blokir kemudahan aktivasi sih ribet banget eror,"Permasalahan pada BSI Mobile (Kode Aktivasi, Rekening)"
2024-03-29 08:39:07,Layanan bsi mobile menyusahkan,1,False,Ribet,layanan bsi mobile menyusahkan,0.9999524,positive,layanan menyusahkan,BSI Mobile Keren dan Lancar Digunakan
2024-03-29 07:24:55,"Waktu periksa muka selalu gagal gak jelas banget aplikasi ini, ini aplikasi paling gak jelas yang pernah aku danwload sumpah capek banget bgak jelas gini su",1,False,Pemeriksaan,periksa muka gagal tidak banget aplikasi aplikasi tidak danwload sumpah cape banget bgak su,4.41e-05,negative,periksa muka gagal banget danwload sumpah cape banget bgak su,BSI Mobile Susah digunakan dan Sering Eror
2024-03-29 03:54:25,"VErifikasi wajah paling sulit, perbankan tapi kalah sama pinjol. Ga bisa akses BSI mobile karena verifikasi wajah selalu gagal",1,False,Verfikasi Wajah,verifikasi wajah sulit perbankan tapi kalah pinjol tidak bisa akses bsi mobile verifikasi wajah gagal,1.39e-05,negative,verifikasi wajah sulit perbankan kalah pinjol akses verifikasi wajah gagal,"Permasalahan pada BSI Mobile (Kode Aktivasi, Rekening)"
2024-01-11 11:10:39,Mantap bsi makin nyaman dipakai keren sih ini fitunya sangat lengkap solusi keuangan syariah,5,False,Bsi mantap,mantap bsi nyaman dipakai keren sih fitunya lengkap solusi keuangan syariat,0.9999793,positive,mantap nyaman dipakai keren sih fitunya lengkap solusi keuangan syariat,Fitur Lengkap dan Memudahkan Transaksi
2023-12-24 15:12:23,"Alhamdulillah aman, mantap BSI, aplikasi nya makin nyaman di gunakan. keren sih ini, gampang di pakai, mobile bangking nya enak di gunakan. Fitur nya sangat lengkap makin keren nih aplikasi, solusi keuangan syariah ni. Makin nyaman pakai aplikasi BSI sekarang",5,False,Fitur dan kenyamanan apliaksi,alhamdulillah aman mantap bsi aplikasi nya nyaman keren sih gampang pakai mobile bangking nya enak fitur nya lengkap keren nih aplikasi solusi keuangan syariat nih nyaman pakai aplikasi bsi,0.9999826,positive,alhamdulillah aman mantap nya nyaman keren sih gampang pakai bangking nya enak fitur nya lengkap keren nih solusi keuangan syariat nih nyaman pakai,Fitur Lengkap dan Memudahkan Transaksi
2023-06-19 00:36:34,"Alhamdulillah, aplikasi ini memudahkan kebutuhan saya dalam bertransaksi pembayaran, pembelian, transfer, top up e-wallet. BSI Mobile mengakomidir kebaikan-kebaikan kecil menuju kebaikan yg universal unt umat. Sukses berkah dan semoga melejit prestasinya BSI 🤲💖",5,False,BSI Mobile keren,alhamdulillah aplikasi memudahkan kebutuhan bertransaksi pembayaran pembelian transfer top up e wallet bsi mobile mengakomidir kebaikan kebaikan kebaikan universal umat sukses berkah semoga melejit prestasinya bsi,0.9999722,positive,alhamdulillah memudahkan kebutuhan bertransaksi pembayaran pembelian transfer top up e wallet mengakomidir kebaikan kebaikan kebaikan universal umat sukses berkah semoga melejit prestasinya,Transaksi Nasabah pada BSI Mobile
2023-06-17 01:47:39,Suka banget pake bsi biaya transfer murah. Mempermudah transaksi. Bakal pake bsi terus buat atm pribadi. Seneng setiap azan ada yg ngingetin. Sekarang udh gak gangguan lagi udah balik kesemul,5,False,Pengguna bsi,suka banget pakai bsi biaya transfer murah mempermudah transaksi pakai bsi atm pribadi senang azan tidak gangguan kesemul,0.9999686,positive,suka banget pakai biaya transfer murah mempermudah transaksi pakai atm pribadi senang azan gangguan kesemul,Fitur Lengkap dan Memudahkan Transaksi
2023-06-16 15:54:52,BSI mantab!,5,False,BSI mantab!,bsi mantap,0.9999674,positive,mantap,BSI Mobile Keren dan Lancar Digunakan
2023-06-16 02:44:13,Keren dan modern,5,False,M BANKING BSI,keren modern,0.9999711,positive,keren modern,Kenyamanan pada BSI Mobile
2023-03-07 13:53:11,"Ternyata emang harus diupdate dulu sih, jadi makin nyaman digunakan lebih keren juga. Semoga selalu ditingkatkan dan konsisten ya. Good job BSI!!! Makin lancar jaya.",5,False,Mempermudah pengguna,diupdate sih nyaman keren semoga ditingkatkan konsisten ya good job bsi lancar jaya,0.99998087,positive,diupdate sih nyaman keren semoga ditingkatkan konsisten ya good job lancar jaya,BSI Mobile Keren dan Lancar Digunakan
2023-02-20 09:07:14,"Wah memang harus update ni! 
Semakin nyaman pakai aplikasi BSI sekarang 
Mantap BSI!!
Setelah di update jadi lebih baik
Seneng deh kalau pakai aplikasi nya kalau gini",5,False,Mantap pokoknya 😇,pembaruan nih nyaman pakai aplikasi bsi mantap bsi pembaruan baik seneng deh pakai aplikasi nya,0.99993193,positive,pembaruan nih nyaman pakai mantap pembaruan seneng deh pakai nya,BSI Mobile Keren dan Lancar Digunakan
2023-02-20 05:39:29,"Aplikasi ini sangat membantu kita dalam mengelola keuangan, lebih praktis dan memudahkan kita dalam bertransaksi",5,False,Aplikasi keren,aplikasi membantu mengelola keuangan praktis memudahkan bertransaksi,0.9999679,positive,membantu mengelola keuangan praktis memudahkan bertransaksi,Fitur Lengkap dan Memudahkan Transaksi
2023-02-20 04:11:05,aplikasi ini bagus banget dan mempermudah kita sebagai user dalam hal perbakan maupun transaksi,5,False,Bagus dan Mempermudah,aplikasi bagus banget mempermudah pengguna perbakan transaksi,0.9999464,positive,bagus banget mempermudah pengguna perbakan transaksi,Fitur Lengkap dan Memudahkan Transaksi
2023-02-18 05:30:49,Bgs sekaliiii aplikasinyaaa,5,False,Mnt bgttt,bagus sekaliiii aplikasinyaaa,0.9998349,positive,bagus sekaliiii aplikasinyaaa,Kenyamanan pada BSI Mobile
2023-02-18 00:03:15,"Ada fitur berbagi juga jadi kalau mau sedekah,zakat jadi lebih mudah 😍",5,False,Mantap Bsi!,fitur berbagi sedekah zakat mudah cinta,0.9999778,positive,fitur berbagi sedekah zakat mudah cinta,Aplikasi Berguna tapi Ribet
2023-02-16 03:52:24,"emang bener sih harus di update dulu jadi bisa lancar, banyak fitur jg yg memudahkan, pertahankan terus bsi!!",5,False,bsi gokil,benar sih pembaruan bisa lancar fitur memudahkan pertahankan bsi,0.9999745,positive,sih pembaruan lancar fitur memudahkan pertahankan,BSI Mobile Keren dan Lancar Digunakan
2023-02-14 04:28:25,"Bagus bgt skrg aplikasinya, makin kece. keep up the good work! Good job!🥰",5,False,UI Mantap,bagus banget aplikasinya kece keep up the good work good job,0.99998015,positive,bagus banget aplikasinya kece keep up the good work good job,Kenyamanan pada BSI Mobile
2023-02-12 08:03:16,setelah di update aplikasinya lebih baik dan lebih keren jugaa!! jadi semakin nyaman pakainyaa. good job BSI!,5,False,review niih,pembaruan aplikasinya baik keren nyaman pakainyaa good job bsi,0.99997437,positive,pembaruan aplikasinya keren nyaman pakainyaa good job,BSI Mobile Keren dan Lancar Digunakan
2023-02-12 07:41:11,"good job bsi , setelah di update jadi lebih baik",5,False,bsi keren,good job bsi pembaruan baik,0.9999752,positive,good job pembaruan,BSI Mobile Keren dan Lancar Digunakan
2023-02-07 01:25:33,"wah keren nih bsi aplikasinya, emg sih sempet ngelag2 waktu itu tapi ternyata memang harus di update, setelah di update jadi lebih baik dan lebih keren lagi nih jadi makin nyaman pakai aplikasi bsi nya sekarang, good job bsi !!! makin lancar jaya!!",5,False,mantab bsi !!!,keren nih bsi aplikasinya sih ngelag tapi pembaruan pembaruan baik keren nih nyaman pakai aplikasi bsi nya good job bsi lancar jaya,0.99998313,positive,keren nih aplikasinya sih ngelag2 pembaruan pembaruan keren nih nyaman pakai nya good job lancar jaya,BSI Mobile Keren dan Lancar Digunakan
2023-01-26 18:38:51,setelah di upgrade jadi lebih mudah app nya buat digunakan,5,False,mantap bsi,peningkatan mudah app nya,0.99996495,positive,peningkatan mudah app nya,Kenyamanan pada BSI Mobile
2023-01-22 05:10:44,Apps ini sangat membantu dan mempermudah saya dalam bertransaksi.,5,False,Good Job BSI,apps membantu mempermudah bertransaksi,0.9999651,positive,apps membantu mempermudah bertransaksi,Fitur Lengkap dan Memudahkan Transaksi
2023-01-17 15:43:10,sangat bagus dan mudah digunakan. keren dan cepat saat transaksi menggunakan qris. setelah di update jadi lebih baik. jadi senang pakai aplikasi nya. semoga selalu update dan ditingkatkan terus ya!,5,False,aplikasi bagus dan ada waktu adzan,bagus mudah keren cepat transaksi qris pembaruan baik senang pakai aplikasi nya semoga pembaruan ditingkatkan ya,0.9999804,positive,bagus mudah keren cepat transaksi qris pembaruan senang pakai nya semoga pembaruan ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan
2023-01-17 06:17:09,"Setelah update aplikasi, skrg makin nyaman menggunakan BSI. Semoga selalu di tingkatkan ya",5,False,Review BSI,pembaruan aplikasi nyaman bsi semoga tingkatkan ya,0.9998369,positive,pembaruan nyaman semoga tingkatkan ya,BSI Mobile Keren dan Lancar Digunakan
2023-01-15 03:33:06,Seneng banget pakai aplikasi ini sangat membantu. Aplikasi mudah untuk diakses. Setelah saya update performa aplikasi menjadi lebih baik. Jadi makin nyaman pakai aplikasi BSI ini setelah di update. Sukses terus dan semoga selalu ditingkatkan ya!,5,False,Mantab BSI,senang banget pakai aplikasi membantu aplikasi mudah diakses pembaruan performa aplikasi baik nyaman pakai aplikasi bsi pembaruan sukses semoga ditingkatkan ya,0.9999764,positive,senang banget pakai membantu mudah diakses pembaruan performa nyaman pakai pembaruan sukses semoga ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan
2023-01-14 04:39:02,"Best! Good job BSI! Aplikasinya makin mantap skrg, makin lancar jaya. Ini ternyata setelah di update jadi lebih baik. Mantap BSI! Semoga selalu ditingkatkan.",5,False,Good Job BSI,best good job bsi aplikasinya mantap lancar jaya pembaruan baik mantap bsi semoga ditingkatkan,0.99998236,positive,best good job aplikasinya mantap lancar jaya pembaruan mantap semoga ditingkatkan,BSI Mobile Keren dan Lancar Digunakan
2023-01-06 05:35:13,Pemakaiaannya sangat nyaman. Fitur dan layanannya sangat mudah untuk dioperasikannya. Jadi gak perlu susah buat mengaksesnya. Pokoknya ini user-friendly banget. Seneng deh kalo pakai aplikasinya kayak gini.,5,False,Good job BSI,pemakaiaannya nyaman fitur layanannya mudah dioperasikannya tidak susah mengaksesnya pokoknya pengguna friendly banget senang deh pakai aplikasinya kayak,0.9999741,positive,pemakaiaannya nyaman fitur layanannya mudah dioperasikannya susah mengaksesnya pokoknya pengguna friendly banget senang deh pakai aplikasinya kayak,Kenyamanan pada BSI Mobile
2022-12-27 07:56:18,Mantapp bsi!!! jadi gampang kalo mau bayar ini itu👍🏻👍🏻,5,False,mempermudah transaksi,mantap bsi gampang bayar keren keren,0.99998075,positive,mantap gampang bayar keren keren,Kenyamanan pada BSI Mobile
2023-08-16 17:11:32,Aplikasi yang sangat membantu dan bagus banget,4,False,Keren,aplikasi membantu bagus banget,0.99994993,positive,membantu bagus banget,Kenyamanan pada BSI Mobile
2022-12-12 01:47:07,"Ternyata setelah di update apl bsi semakin mantap, dan makan lancar jaya sekarang, dan jadi makin nyaman deh pakek aplikasi bsi",5,False,Good job bsi,pembaruan apl bsi mantap makan lancar jaya nyaman deh pakai aplikasi bsi,0.9999554,positive,pembaruan apl mantap makan lancar jaya nyaman deh pakai,BSI Mobile Keren dan Lancar Digunakan
2022-11-29 04:32:52,Semua fiturnya sangat berguna banged good job BSI 😍,5,False,Mantap bangedd,fiturnya berguna banget good job bsi cinta,0.9999785,positive,fiturnya berguna banget good job cinta,BSI Mobile Keren dan Lancar Digunakan
2022-11-18 05:09:06,Makin nyaman pakai aplikasi BSI sekarang. semoga selalu ditingkatkan ya!!!,5,False,good job!!!,nyaman pakai aplikasi bsi semoga ditingkatkan ya,0.99995816,positive,nyaman pakai semoga ditingkatkan ya,BSI Mobile Keren dan Lancar Digunakan
2022-09-29 04:57:22,aplikasinya keren bgtt skrg trus makin nyaman pake aplikasi ini skrg🥰🥰 seneng deh pake aplikasi ini setelah di update jd lebih baikk🥰 semoga selalu ditingkatkan yaa aplikasinya!! Good job BSI🥰 makin lancar jaya yaa!,5,False,Mantap BSI!!,aplikasinya keren banget nyaman pakai aplikasi senang deh pakai aplikasi pembaruan baik semoga ditingkatkan ya aplikasinya good job bsi lancar jaya ya,0.99998176,positive,aplikasinya keren banget nyaman pakai senang deh pakai pembaruan semoga ditingkatkan ya aplikasinya good job lancar jaya ya,BSI Mobile Keren dan Lancar Digunakan
2022-08-09 00:09:19,mantab,5,False,bsi good job,mantap,0.99996674,positive,mantap,BSI Mobile Keren dan Lancar Digunakan
2022-07-28 07:04:25,"Makin nyaman banget sekarang pakai aplikasi BSI ini, makin lancar pokoknya",5,False,BSI Mantap,nyaman banget pakai aplikasi bsi lancar pokoknya,0.99996644,positive,nyaman banget pakai lancar pokoknya,Kenyamanan pada BSI Mobile
2022-07-26 17:01:15,"ternyata setelah update banyak fitur baru dan makin lancar jaya! seneng deh pake aplikasinya kalau gini, makin mempermudah pengguna. Good Job BSI! semoga selalu ditingkatkan dan jadi lebih baik",5,False,Lebih Keren Aplikasinya!,pembaruan fitur lancar jaya senang deh pakai aplikasinya mempermudah pengguna good job bsi semoga ditingkatkan baik,0.99998003,positive,pembaruan fitur lancar jaya senang deh pakai aplikasinya mempermudah pengguna good job semoga ditingkatkan,BSI Mobile Keren dan Lancar Digunakan
2022-07-24 16:40:28,"Mantap bsi !!! 
Setelah di update jadi lebih baik
Lebih keren skrg aplikasinya
Seneng deg pakai aplikasinya kalau gini
semoga selalu di tingkatkan ya,",5,False,Good job bsi,mantap bsi pembaruan baik keren aplikasinya seneng deg pakai aplikasinya gini semoga tingkatkan ya,0.9999792,positive,mantap pembaruan keren aplikasinya seneng deg pakai aplikasinya gini semoga tingkatkan ya,BSI Mobile Keren dan Lancar Digunakan
2022-06-30 03:13:01,"Wkwk ternyata setelah di update jadi makin lancar, dan yg pasti user friendly bgt. Mantaappppp",5,False,Update aplikasi bsi,wkwk pembaruan lancar pengguna friendly banget mantaappppp,0.20060998,negative,wkwk pembaruan lancar pengguna friendly banget mantaappppp,Kenyamanan pada BSI Mobile
2022-06-17 03:29:35,Good Job BSI!! ternyata setelah di update jadi semakin keren,5,False,review,good job bsi pembaruan keren,0.99997777,positive,good job pembaruan keren,BSI Mobile Keren dan Lancar Digunakan
